"","Langs","year","region","dataType","value"
"17126","German",2013,"washington","percent",0.509168561839874
"17127","Yiddish",2013,"washington","percent",0.00310439954562879
"17128","Pennsylvania Dutch",2013,"washington","percent",0.000862333207119109
"17129","Dutch",2013,"washington","percent",0.0536214466972246
"17130","Afrikaans",2013,"washington","percent",0.00854493814327117
"17131","Frisian",2013,"washington","percent",0.000235181783759757
"17132","Swedish",2013,"washington","percent",0.0544837799043437
"17133","Danish",2013,"washington","percent",0.0194416941241399
"17134","Norwegian",2013,"washington","percent",0.0531510831297051
"17135","Icelandic",2013,"washington","percent",0.00611472637775368
"17136","Greek",2013,"washington","percent",0.0472715385357112
"17137","Russian",2013,"washington","percent",0.886431500561693
"17138","Polish",2013,"washington","percent",0.075540388943634
"17139","Serbocroatian",2013,"washington","percent",0.0551109313277031
"17140","Croatian",2013,"washington","percent",0.0156787855839838
"17141","Serbian",2013,"washington","percent",0.0116806952600679
"17142","Bielorussian",2013,"washington","percent",0.00258699962135733
"17143","Ukrainian",2013,"washington","percent",0.356065220612272
"17144","Czech",2013,"washington","percent",0.0199120576916594
"17145","Slovak",2013,"washington","percent",0.0069770595848728
"17146","Bulgarian",2013,"washington","percent",0.030024874393329
"17147","Macedonian",2013,"washington","percent",0.00109751499087887
"17148","Slovene",2013,"washington","percent",0.000705545351279271
"17149","Armenian",2013,"washington","percent",0.0183441791332611
"17150","Persian",2013,"washington","percent",0.134821877236677
"17151","Hindi",2013,"washington","percent",0.243460182548101
"17152","Gujarati",2013,"washington","percent",0.0400122608103267
"17153","Urdu",2013,"washington","percent",0.053276513414377
"17154","India nec3",2013,"washington","percent",0.00682027172903296
"17155","Bengali",2013,"washington","percent",0.0237533601597355
"17156","Panjabi",2013,"washington","percent",0.223657876355529
"17157","Marathi",2013,"washington","percent",0.0334742072218054
"17158","Oriya",2013,"washington","percent",0.00344933282847644
"17159","Assamese",2013,"washington","percent",0.000548757495439433
"17160","Kashmiri",2013,"washington","percent",0.000391969639599595
"17161","Nepali",2013,"washington","percent",0.0373939036178014
"17162","Sindhi",2013,"washington","percent",0.00188145427007806
"17163","Sinhalese",2013,"washington","percent",0.00611472637775368
"17164","Romany",2013,"washington","percent",0.00258699962135733
"17165","Jamaican Creole",2013,"washington","percent",0.0012543028467187
"17166","Krio",2013,"washington","percent",0.00148948463047846
"17167","Pidgin",2013,"washington","percent",0.00156787855839838
"17168","Catalonian",2013,"washington","percent",0.000940727135039028
"17169","Romanian",2013,"washington","percent",0.137973313139058
"17170","Welsh",2013,"washington","percent",0.00148948463047846
"17171","Irish Gaelic",2013,"washington","percent",0.00791778671991182
"17172","Scottic Gaelic",2013,"washington","percent",0.00180306034215814
"17173","Albanian",2013,"washington","percent",0.00446845389143539
"17174","Lithuanian",2013,"washington","percent",0.00925048349455045
"17175","Latvian",2013,"washington","percent",0.0129349981067866
"17176","Pashto",2013,"washington","percent",0.00117590891879879
"17177","Kurdish",2013,"washington","percent",0.00642830208943336
"17178","Chinese",2013,"washington","percent",0.830662060239462
"17179","Cantonese",2013,"washington","percent",0.194887304808919
"17180","Mandarin",2013,"washington","percent",0.215348119996018
"17181","Formosan",2013,"washington","percent",0.0386482064645201
"17182","Japanese",2013,"washington","percent",0.3985233719737
"17183","Korean",2013,"washington","percent",0.753600829094182
"17184","Mon-Khmer, Cambodian",2013,"washington","percent",0.26947128783193
"17185","Hmong",2013,"washington","percent",0.0331763102957097
"17186","Thai",2013,"washington","percent",0.0841637210148251
"17187","Laotian",2013,"washington","percent",0.118625691728421
"17188","Vietnamese",2013,"washington","percent",0.942200940883923
"17189","Uighur",2013,"washington","percent",0.00235181783759757
"17190","Azerbaijani",2013,"washington","percent",0.00141109070255854
"17191","Turkish",2013,"washington","percent",0.0522103559946661
"17192","Turkmen",2013,"washington","percent",0.000940727135039028
"17193","Mongolian",2013,"washington","percent",0.0138757252418257
"17194","Telugu",2013,"washington","percent",0.107713256961969
"17195","Kannada",2013,"washington","percent",0.0197552698358196
"17196","Malayalam",2013,"washington","percent",0.0439789935630746
"17197","Tamil",2013,"washington","percent",0.0995602884582972
"17198","Tibetan",2013,"washington","percent",0.00517399924271466
"17199","Burmese",2013,"washington","percent",0.0139541191697456
"17200","Karen",2013,"washington","percent",0.00376290854015611
"17201","Mien",2013,"washington","percent",0.0196768759078997
"17202","Tagalog",2013,"washington","percent",0.860420395277863
"17203","Indonesian",2013,"washington","percent",0.0547973556160234
"17204","Cham",2013,"washington","percent",0.00305736318887684
"17205","Javanese",2013,"washington","percent",0.00078393927919919
"17206","Malay",2013,"washington","percent",0.00627151423359352
"17207","Bisayan",2013,"washington","percent",0.0176386337819818
"17208","Sebuano",2013,"washington","percent",0.00972084706206996
"17209","Pangasinan",2013,"washington","percent",0.00219502998175773
"17210","Ilocano",2013,"washington","percent",0.0497801442291486
"17211","Bikol",2013,"washington","percent",0.00235181783759757
"17212","Pampangan",2013,"washington","percent",0.00344933282847644
"17213","Micronesian",2013,"washington","percent",0.00556596888231425
"17214","Carolinian",2013,"washington","percent",0.00101912106295895
"17215","Chamorro",2013,"washington","percent",0.0569139916698612
"17216","Kusaiean",2013,"washington","percent",0.00360612068431628
"17217","Marshallese",2013,"washington","percent",0.0330038436542859
"17218","Palau",2013,"washington","percent",0.0094856652783102
"17219","Ponapean",2013,"washington","percent",0.0012543028467187
"17220","Trukese",2013,"washington","percent",0.0121510588275874
"17221","Melanesian",2013,"washington","percent",0.00156787855839838
"17222","Samoan",2013,"washington","percent",0.137973313139058
"17223","Tongan",2013,"washington","percent",0.0134053616743062
"17224","Fijian",2013,"washington","percent",0.00399809032391587
"17225","Maori",2013,"washington","percent",0.00227342390967765
"17226","Hawaiian",2013,"washington","percent",0.00854493814327117
"17227","Navajo",2013,"washington","percent",0.00525239317063458
"17228","Inupik",2013,"washington","percent",0.000940727135039028
"17229","Yupik",2013,"washington","percent",0.000862333207119109
"17230","Algonquian",2013,"washington","percent",0.000705545351279271
"17231","Atsina",2013,"washington","percent",0.000391969639599595
"17232","Blackfoot",2013,"washington","percent",0.00078393927919919
"17233","Cheyenne",2013,"washington","percent",0.00117590891879879
"17234","Cree",2013,"washington","percent",0.000313575711679676
"17235","Ojibwa",2013,"washington","percent",0.00078393927919919
"17236","Makah",2013,"washington","percent",0.00180306034215814
"17237","Kwakiutl",2013,"washington","percent",0.00266539354927725
"17238","Upper Chehalis",2013,"washington","percent",0.0000627151423359352
"17239","Clallam",2013,"washington","percent",0.00227342390967765
"17240","Coeur d'Alene",2013,"washington","percent",0.000391969639599595
"17241","Salish",2013,"washington","percent",0.0105047863412692
"17242","Okanogan",2013,"washington","percent",0.000391969639599595
"17243","Puget Sound Salish",2013,"washington","percent",0.00211663605383781
"17244","Quinault",2013,"washington","percent",0.0020382421259179
"17245","Athapascan",2013,"washington","percent",0.000548757495439433
"17246","Apache",2013,"washington","percent",0.000940727135039028
"17247","Tlingit",2013,"washington","percent",0.000470363567519514
"17248","Nez Perce",2013,"washington","percent",0.000862333207119109
"17249","Sahaptian",2013,"washington","percent",0.0127782102509468
"17250","Upper Chinook",2013,"washington","percent",0.000313575711679676
"17251","Dakota",2013,"washington","percent",0.00219502998175773
"17252","Choctaw",2013,"washington","percent",0.00156787855839838
"17253","Muskogee",2013,"washington","percent",0.00109751499087887
"17254","Cherokee",2013,"washington","percent",0.00250860569343741
"17255","Chinook Jargon",2013,"washington","percent",0.000235181783759757
"17256","American Indian",2013,"washington","percent",0.00391969639599595
"17257","Kalispel",2013,"washington","percent",0.000235181783759757
"17258","Hungarian",2013,"washington","percent",0.0221070876734172
"17259","Arabic",2013,"washington","percent",0.195702601659286
"17260","Hebrew",2013,"washington","percent",0.0366256431241862
"17261","Amharic",2013,"washington","percent",0.250233417920382
"17262","Berber",2013,"washington","percent",0.000940727135039028
"17263","Chadic",2013,"washington","percent",0.00211663605383781
"17264","Cushite",2013,"washington","percent",0.218327089256975
"17265","Sudanic",2013,"washington","percent",0.0032925449726366
"17266","Nilotic",2013,"washington","percent",0.00156787855839838
"17267","Swahili",2013,"washington","percent",0.0569139916698612
"17268","Bantu",2013,"washington","percent",0.0302600561770888
"17269","Mande",2013,"washington","percent",0.0224206633850968
"17270","Fulani",2013,"washington","percent",0.0150516341606245
"17271","Kru, Ibo, Yoruba",2013,"washington","percent",0.0384914186086802
"17272","African",2013,"washington","percent",0.00141109070255854
"17273","Finnish",2013,"washington","percent",0.0179522094936615
"17274","Estonian",2013,"washington","percent",0.00439005996351547
"17275","Caucasian",2013,"washington","percent",0.00219502998175773
"17276","Syriac",2013,"washington","percent",0.000548757495439433
"17277","Oto - Manguen",2013,"washington","percent",0.00509560531479474
"17278","Chibchan",2013,"washington","percent",0.00117590891879879
"17279","Uncodable",2013,"washington","percent",0.00258699962135733
"17280","Only English",2013,"west virginia","percent",97.5851594160497
"17281","Spanish",2013,"west virginia","percent",1.0462785398043
"17282","French",2013,"west virginia","percent",0.177427354783853
"17283","Patois",2013,"west virginia","percent",0.00228569861235237
"17284","French Creole",2013,"west virginia","percent",0.000457139722470475
"17285","Italian",2013,"west virginia","percent",0.0788566021261568
"17286","Portuguese",2013,"west virginia","percent",0.0217141368173475
"17287","German",2013,"west virginia","percent",0.165141724742459
"17288","Pennsylvania Dutch",2013,"west virginia","percent",0.00942850677595354
"17289","Dutch",2013,"west virginia","percent",0.00942850677595354
"17290","Danish",2013,"west virginia","percent",0.00171427395926428
"17291","Greek",2013,"west virginia","percent",0.0231426984500678
"17292","Russian",2013,"west virginia","percent",0.0434282736346951
"17293","Polish",2013,"west virginia","percent",0.0210855696989506
"17294","Serbocroatian",2013,"west virginia","percent",0.00942850677595354
"17295","Croatian",2013,"west virginia","percent",0.00171427395926428
"17296","Czech",2013,"west virginia","percent",0.00599995885742498
"17297","Slovak",2013,"west virginia","percent",0.00371426024507261
"17298","Bulgarian",2013,"west virginia","percent",0.00485710955124879
"17299","Persian",2013,"west virginia","percent",0.0203427176499361
"17300","Hindi",2013,"west virginia","percent",0.0209141423030242
"17301","Gujarati",2013,"west virginia","percent",0.0169713121967164
"17302","Urdu",2013,"west virginia","percent",0.0240569778950087
"17303","India nec3",2013,"west virginia","percent",0.00685709583705712
"17304","Bengali",2013,"west virginia","percent",0.0234284107766118
"17305","Panjabi",2013,"west virginia","percent",0.00514282187779284
"17306","Marathi",2013,"west virginia","percent",0.00514282187779284
"17307","Nepali",2013,"west virginia","percent",0.0174284519191868
"17308","Jamaican Creole",2013,"west virginia","percent",0.00114284930617619
"17309","Romanian",2013,"west virginia","percent",0.00199998628580833
"17310","Irish Gaelic",2013,"west virginia","percent",0.00199998628580833
"17311","Pashto",2013,"west virginia","percent",0.00114284930617619
"17312","Chinese",2013,"west virginia","percent",0.120570601801588
"17313","Cantonese",2013,"west virginia","percent",0.00342854791852856
"17314","Mandarin",2013,"west virginia","percent",0.012571342367938
"17315","Formosan",2013,"west virginia","percent",0.00457139722470474
"17316","Japanese",2013,"west virginia","percent",0.0345711915118296
"17317","Korean",2013,"west virginia","percent",0.0517710735697812
"17318","Mon-Khmer, Cambodian",2013,"west virginia","percent",0.000914279444940949
"17319","Thai",2013,"west virginia","percent",0.0267998162298316
"17320","Laotian",2013,"west virginia","percent",0.00348569038383737
"17321","Vietnamese",2013,"west virginia","percent",0.0497139448186641
"17322","Turkish",2013,"west virginia","percent",0.00771423281668926
"17323","Telugu",2013,"west virginia","percent",0.0259998217155082
"17324","Kannada",2013,"west virginia","percent",0.00314283559198451
"17325","Malayalam",2013,"west virginia","percent",0.00742852049014521
"17326","Tamil",2013,"west virginia","percent",0.00542853420433688
"17327","Burmese",2013,"west virginia","percent",0.00314283559198451
"17328","Tagalog",2013,"west virginia","percent",0.0621138597906757
"17329","Indonesian",2013,"west virginia","percent",0.00628567118396902
"17330","Malay",2013,"west virginia","percent",0.00199998628580833
"17331","Bisayan",2013,"west virginia","percent",0.00114284930617619
"17332","Navajo",2013,"west virginia","percent",0.000628567118396902
"17333","Cherokee",2013,"west virginia","percent",0.00514282187779284
"17334","American Indian",2013,"west virginia","percent",0.00228569861235237
"17335","Hungarian",2013,"west virginia","percent",0.0102285012902769
"17336","Arabic",2013,"west virginia","percent",0.106684982731547
"17337","Hebrew",2013,"west virginia","percent",0.00902850951879187
"17338","Amharic",2013,"west virginia","percent",0.0117142053883059
"17339","Chadic",2013,"west virginia","percent",0.00171427395926428
"17340","Swahili",2013,"west virginia","percent",0.00942850677595354
"17341","Bantu",2013,"west virginia","percent",0.00228569861235237
"17342","Kru, Ibo, Yoruba",2013,"west virginia","percent",0.0197141505315392
"17343","Uncodable",2013,"west virginia","percent",0.0105713560821297
"17344","Only English",2013,"wisconsin","percent",91.3663628338016
"17345","Spanish",2013,"wisconsin","percent",4.54778346904236
"17346","French",2013,"wisconsin","percent",0.231160943286026
"17347","Patois",2013,"wisconsin","percent",0.00242737662578218
"17348","French Creole",2013,"wisconsin","percent",0.00474272048422056
"17349","Italian",2013,"wisconsin","percent",0.0922403117797227
"17350","Portuguese",2013,"wisconsin","percent",0.0251140120129002
"17351","German",2013,"wisconsin","percent",0.679665455219009
"17352","Luxembourgian",2013,"wisconsin","percent",0.000840245755078445
"17353","Yiddish",2013,"wisconsin","percent",0.00332363876453252
"17354","Pennsylvania Dutch",2013,"wisconsin","percent",0.134532681452004
"17355","Dutch",2013,"wisconsin","percent",0.0567632687875216
"17356","Afrikaans",2013,"wisconsin","percent",0.00690868731953388
"17357","Frisian",2013,"wisconsin","percent",0.000280081918359482
"17358","Swedish",2013,"wisconsin","percent",0.0158713087070373
"17359","Danish",2013,"wisconsin","percent",0.00840245755078445
"17360","Norwegian",2013,"wisconsin","percent",0.0379977802574364
"17361","Icelandic",2013,"wisconsin","percent",0.00130704895234425
"17362","Greek",2013,"wisconsin","percent",0.0442902873565794
"17363","Russian",2013,"wisconsin","percent",0.10751411239426
"17364","Polish",2013,"wisconsin","percent",0.128725649678018
"17365","Serbocroatian",2013,"wisconsin","percent",0.0219397502714927
"17366","Croatian",2013,"wisconsin","percent",0.0146576203941462
"17367","Serbian",2013,"wisconsin","percent",0.0551761379168179
"17368","Ukrainian",2013,"wisconsin","percent",0.015684587428131
"17369","Czech",2013,"wisconsin","percent",0.0144708991152399
"17370","Slovak",2013,"wisconsin","percent",0.00998958842148818
"17371","Bulgarian",2013,"wisconsin","percent",0.0119501618500046
"17372","Macedonian",2013,"wisconsin","percent",0.00224065534687585
"17373","Slovene",2013,"wisconsin","percent",0.00597508092500228
"17374","Armenian",2013,"wisconsin","percent",0.00479873686789245
"17375","Persian",2013,"wisconsin","percent",0.0162447512648499
"17376","Hindi",2013,"wisconsin","percent",0.0902050498396438
"17377","Gujarati",2013,"wisconsin","percent",0.0284003065216515
"17378","Urdu",2013,"wisconsin","percent",0.0595267437153352
"17379","India nec3",2013,"wisconsin","percent",0.00578835964609596
"17380","Bengali",2013,"wisconsin","percent",0.0132572108023488
"17381","Panjabi",2013,"wisconsin","percent",0.0323027812507936
"17382","Marathi",2013,"wisconsin","percent",0.0109231948160198
"17383","Oriya",2013,"wisconsin","percent",0.000560163836718964
"17384","Nepali",2013,"wisconsin","percent",0.0148443416730525
"17385","Sindhi",2013,"wisconsin","percent",0.00298754046250114
"17386","Pakistan nec3",2013,"wisconsin","percent",0.00541491708828331
"17387","Sinhalese",2013,"wisconsin","percent",0.00364106493867326
"17388","Jamaican Creole",2013,"wisconsin","percent",0.000840245755078445
"17389","Pidgin",2013,"wisconsin","percent",0.00364106493867326
"17390","Romanian",2013,"wisconsin","percent",0.0132572108023488
"17391","Irish Gaelic",2013,"wisconsin","percent",0.00448131069375171
"17392","Albanian",2013,"wisconsin","percent",0.0490143357129093
"17393","Lithuanian",2013,"wisconsin","percent",0.00709540859844021
"17394","Latvian",2013,"wisconsin","percent",0.0103630309793008
"17395","Pashto",2013,"wisconsin","percent",0.00121368831289109
"17396","Chinese",2013,"wisconsin","percent",0.226492911313368
"17397","Cantonese",2013,"wisconsin","percent",0.0143775384757867
"17398","Mandarin",2013,"wisconsin","percent",0.0314625354957151
"17399","Formosan",2013,"wisconsin","percent",0.00410786813593907
"17400","Japanese",2013,"wisconsin","percent",0.0361679117241544
"17401","Korean",2013,"wisconsin","percent",0.0834083952874537
"17402","Mon-Khmer, Cambodian",2013,"wisconsin","percent",0.0153484891260996
"17403","Hmong",2013,"wisconsin","percent",0.765277161597557
"17404","Thai",2013,"wisconsin","percent",0.016039357858053
"17405","Laotian",2013,"wisconsin","percent",0.0883751813063618
"17406","Vietnamese",2013,"wisconsin","percent",0.0688628076606513
"17407","Turkish",2013,"wisconsin","percent",0.0175518002171942
"17408","Mongolian",2013,"wisconsin","percent",0.00121368831289109
"17409","Dravidian",2013,"wisconsin","percent",0.000840245755078445
"17410","Telugu",2013,"wisconsin","percent",0.048827614434003
"17411","Kannada",2013,"wisconsin","percent",0.00961614586367554
"17412","Malayalam",2013,"wisconsin","percent",0.015124423591412
"17413","Tamil",2013,"wisconsin","percent",0.0356637642711073
"17414","Tibetan",2013,"wisconsin","percent",0.0115767192921919
"17415","Burmese",2013,"wisconsin","percent",0.0123236044078172
"17416","Karen",2013,"wisconsin","percent",0.00634852348281492
"17417","Tagalog",2013,"wisconsin","percent",0.0908585743158159
"17418","Indonesian",2013,"wisconsin","percent",0.00252073726523534
"17419","Malay",2013,"wisconsin","percent",0.00317426174140746
"17420","Bisayan",2013,"wisconsin","percent",0.00252073726523534
"17421","Sebuano",2013,"wisconsin","percent",0.00364106493867326
"17422","Chamorro",2013,"wisconsin","percent",0.00233401598632901
"17423","Trukese",2013,"wisconsin","percent",0.000280081918359482
"17424","Samoan",2013,"wisconsin","percent",0.00186721278906321
"17425","Maori",2013,"wisconsin","percent",0.0000746885115625285
"17426","Hawaiian",2013,"wisconsin","percent",0.00158713087070373
"17427","Navajo",2013,"wisconsin","percent",0.00210995045164143
"17428","Algonquian",2013,"wisconsin","percent",0.00336098302031378
"17429","Menomini",2013,"wisconsin","percent",0.00373442557812642
"17430","Ojibwa",2013,"wisconsin","percent",0.0262343396863381
"17431","Potawatomi",2013,"wisconsin","percent",0.00429458941484539
"17432","Crow",2013,"wisconsin","percent",0.000186721278906321
"17433","Dakota",2013,"wisconsin","percent",0.00252073726523534
"17434","Winnebago",2013,"wisconsin","percent",0.0228733566660243
"17435","Choctaw",2013,"wisconsin","percent",0.00158713087070373
"17436","Oneida",2013,"wisconsin","percent",0.011016555455473
"17437","Cherokee",2013,"wisconsin","percent",0.000840245755078445
"17438","American Indian",2013,"wisconsin","percent",0.00214729470742269
"17439","Hungarian",2013,"wisconsin","percent",0.0101576375725039
"17440","Arabic",2013,"wisconsin","percent",0.118082536780358
"17441","Hebrew",2013,"wisconsin","percent",0.0201098817382108
"17442","Amharic",2013,"wisconsin","percent",0.00728212987734653
"17443","Berber",2013,"wisconsin","percent",0.000653524476172124
"17444","Cushite",2013,"wisconsin","percent",0.0278214705570419
"17445","Sudanic",2013,"wisconsin","percent",0.00214729470742269
"17446","Nilo-Saharan",2013,"wisconsin","percent",0.000280081918359482
"17447","Swahili",2013,"wisconsin","percent",0.00961614586367554
"17448","Bantu",2013,"wisconsin","percent",0.00345434365976694
"17449","Mande",2013,"wisconsin","percent",0.00840245755078445
"17450","Fulani",2013,"wisconsin","percent",0.0030809011019543
"17451","Kru, Ibo, Yoruba",2013,"wisconsin","percent",0.0358504855500137
"17452","Efik",2013,"wisconsin","percent",0.00168049151015689
"17453","African",2013,"wisconsin","percent",0.000653524476172124
"17454","Finnish",2013,"wisconsin","percent",0.0119501618500046
"17455","Estonian",2013,"wisconsin","percent",0.00158713087070373
"17456","Syriac",2013,"wisconsin","percent",0.000746885115625285
"17457","Oto - Manguen",2013,"wisconsin","percent",0.00102696703398477
"17458","Uncodable",2013,"wisconsin","percent",0.00252073726523534
"17459","Only English",2013,"wyoming","percent",93.1849828065382
"17460","Spanish",2013,"wyoming","percent",4.81040086673889
"17461","French",2013,"wyoming","percent",0.188421498893024
"17462","Patois",2013,"wyoming","percent",0.00282632248339536
"17463","French Creole",2013,"wyoming","percent",0.000565264496679071
"17464","Italian",2013,"wyoming","percent",0.0482359037166141
"17465","Portuguese",2013,"wyoming","percent",0.095152856940977
"17466","German",2013,"wyoming","percent",0.308069150690094
"17467","Dutch",2013,"wyoming","percent",0.0131895049225117
"17468","Swedish",2013,"wyoming","percent",0.00847896745018607
"17469","Danish",2013,"wyoming","percent",0.00942107494465118
"17470","Norwegian",2013,"wyoming","percent",0.00847896745018607
"17471","Icelandic",2013,"wyoming","percent",0.0103631824391163
"17472","Greek",2013,"wyoming","percent",0.0503085402044373
"17473","Russian",2013,"wyoming","percent",0.0648169956192002
"17474","Polish",2013,"wyoming","percent",0.0199726788826605
"17475","Serbocroatian",2013,"wyoming","percent",0.00282632248339536
"17476","Ukrainian",2013,"wyoming","percent",0.00471053747232559
"17477","Bulgarian",2013,"wyoming","percent",0.0207263648782326
"17478","Persian",2013,"wyoming","percent",0.023741108860521
"17479","Hindi",2013,"wyoming","percent",0.00546422346789769
"17480","Gujarati",2013,"wyoming","percent",0.007913702953507
"17481","Urdu",2013,"wyoming","percent",0.015827405907014
"17482","Bengali",2013,"wyoming","percent",0.00659475246125583
"17483","Nepali",2013,"wyoming","percent",0.0169579349003721
"17484","Romanian",2013,"wyoming","percent",0.0348579772952094
"17485","Irish Gaelic",2013,"wyoming","percent",0.00376842997786047
"17486","Chinese",2013,"wyoming","percent",0.07913702953507
"17487","Mandarin",2013,"wyoming","percent",0.0527580196900466
"17488","Japanese",2013,"wyoming","percent",0.0435253662442885
"17489","Korean",2013,"wyoming","percent",0.0646285741203071
"17490","Hmong",2013,"wyoming","percent",0.00565264496679071
"17491","Thai",2013,"wyoming","percent",0.0303358613217768
"17492","Laotian",2013,"wyoming","percent",0.000376842997786047
"17493","Vietnamese",2013,"wyoming","percent",0.0301474398228838
"17494","Turkish",2013,"wyoming","percent",0.0131895049225117
"17495","Telugu",2013,"wyoming","percent",0.00942107494465118
"17496","Tamil",2013,"wyoming","percent",0.0131895049225117
"17497","Tagalog",2013,"wyoming","percent",0.117575015309247
"17498","Indonesian",2013,"wyoming","percent",0.0263790098450233
"17499","Bisayan",2013,"wyoming","percent",0.00188421498893024
"17500","Sebuano",2013,"wyoming","percent",0.016015827405907
"17501","Chamorro",2013,"wyoming","percent",0.00376842997786047
"17502","Samoan",2013,"wyoming","percent",0.00188421498893024
"17503","Tongan",2013,"wyoming","percent",0.00188421498893024
"17504","Fijian",2013,"wyoming","percent",0.00188421498893024
"17505","Hawaiian",2013,"wyoming","percent",0.00942107494465118
"17506","Navajo",2013,"wyoming","percent",0.0305242828206698
"17507","Arapaho",2013,"wyoming","percent",0.149795091619954
"17508","Cheyenne",2013,"wyoming","percent",0.00188421498893024
"17509","Ojibwa",2013,"wyoming","percent",0.00471053747232559
"17510","Crow",2013,"wyoming","percent",0.00471053747232559
"17511","Dakota",2013,"wyoming","percent",0.00282632248339536
"17512","Cherokee",2013,"wyoming","percent",0.00471053747232559
"17513","Comanche",2013,"wyoming","percent",0.00282632248339536
"17514","Shoshoni",2013,"wyoming","percent",0.0781949220406048
"17515","American Indian",2013,"wyoming","percent",0.0113052899335814
"17516","Hungarian",2013,"wyoming","percent",0.0143200339158698
"17517","Arabic",2013,"wyoming","percent",0.0218568938715907
"17518","Hebrew",2013,"wyoming","percent",0.00546422346789769
"17519","Amharic",2013,"wyoming","percent",0.0122473974280465
"17520","Swahili",2013,"wyoming","percent",0.0122473974280465
"17521","Bantu",2013,"wyoming","percent",0.0141316124169768
"17522","Kru, Ibo, Yoruba",2013,"wyoming","percent",0.0216684723726977
"17523","Finnish",2013,"wyoming","percent",0.00376842997786047
"17524","Uncodable",2013,"wyoming","percent",0.0113052899335814
"17525","Only English",2013,"puerto rico","percent",4.95022359884591
"17526","Spanish",2013,"puerto rico","percent",94.9042468789568
"17527","French",2013,"puerto rico","percent",0.029261581820572
"17528","French Creole",2013,"puerto rico","percent",0.00123965321998482
"17529","Italian",2013,"puerto rico","percent",0.0111857081245142
"17530","Portuguese",2013,"puerto rico","percent",0.014558718048659
"17531","German",2013,"puerto rico","percent",0.0112433664138158
"17532","Dutch",2013,"puerto rico","percent",0.00115316578603239
"17533","Greek",2013,"puerto rico","percent",0.00158560295579454
"17534","Russian",2013,"puerto rico","percent",0.0020468692702075
"17535","Polish",2013,"puerto rico","percent",0.00123965321998482
"17536","Ukrainian",2013,"puerto rico","percent",0.00115316578603239
"17537","Persian",2013,"puerto rico","percent",0.000403608025111338
"17538","Hindi",2013,"puerto rico","percent",0.0032000350562399
"17539","Urdu",2013,"puerto rico","percent",0.000345949735809718
"17540","Nepali",2013,"puerto rico","percent",0.000432437169762148
"17541","Catalonian",2013,"puerto rico","percent",0.00216218584881074
"17542","Chinese",2013,"puerto rico","percent",0.0304147476066044
"17543","Cantonese",2013,"puerto rico","percent",0.00418022597436743
"17544","Mandarin",2013,"puerto rico","percent",0.00187389440230264
"17545","Japanese",2013,"puerto rico","percent",0.0035171556473988
"17546","Korean",2013,"puerto rico","percent",0.00198921098090588
"17547","Vietnamese",2013,"puerto rico","percent",0.00288291446508099
"17548","Tagalog",2013,"puerto rico","percent",0.0020468692702075
"17549","American Indian",2013,"puerto rico","percent",0.00129731150928644
"17550","Arabic",2013,"puerto rico","percent",0.0100325423384818
"17551","Hebrew",2013,"puerto rico","percent",0.00259462301857289
"17552","Uncodable",2013,"puerto rico","percent",0.000720728616270247
"17553","Only English",2008,"alaska","percent",84.5641735786924
"17554","Spanish",2008,"alaska","percent",3.60615015632361
"17555","French",2008,"alaska","percent",0.323433631069932
"17556","French",2008,"alaska","percent",0.322006018181443
"17557","Patois",2008,"alaska","percent",0.00142761288848916
"17558","French Creole",2008,"alaska","percent",0.0264901502641877
"17559","Italian",2008,"alaska","percent",0.0655115692162247
"17560","Portuguese",2008,"alaska","percent",0.0644012036362887
"17561","Portuguese",2008,"alaska","percent",0.0644012036362887
"17562","German",2008,"alaska","percent",0.573900381172641
"17563","German",2008,"alaska","percent",0.573900381172641
"17564","Pennsylvania Dutch",2008,"alaska","percent",0.00872430098521152
"17565","Dutch",2008,"alaska","percent",0.0499664510971205
"17566","Afrikaans",2008,"alaska","percent",0.00396559135691433
"17567","Swedish",2008,"alaska","percent",0.0339454620151866
"17568","Danish",2008,"alaska","percent",0.0228418062158265
"17569","Norwegian",2008,"alaska","percent",0.0648770745991184
"17570","Icelandic",2008,"alaska","percent",0.00301384943125489
"17571","Greek",2008,"alaska","percent",0.0101519138737007
"17572","Russian",2008,"alaska","percent",0.612921800124678
"17573","Polish",2008,"alaska","percent",0.080263569063946
"17574","Serbocroatian",2008,"alaska","percent",0.00206210750559545
"17575","Croatian",2008,"alaska","percent",0.0111036557993601
"17576","Serbian",2008,"alaska","percent",0.0234763008329328
"17577","Ukrainian",2008,"alaska","percent",0.027124644881294
"17578","Czech",2008,"alaska","percent",0.0193520858217419
"17579","Slovak",2008,"alaska","percent",0.00222073115987202
"17580","Bulgarian",2008,"alaska","percent",0.0176072256246996
"17581","Macedonian",2008,"alaska","percent",0.00793118271382865
"17582","Slovene",2008,"alaska","percent",0.00222073115987202
"17583","Armenian",2008,"alaska","percent",0.00142761288848916
"17584","Persian",2008,"alaska","percent",0.0302971179668254
"17585","Hindi",2008,"alaska","percent",0.0241107954500391
"17586","Urdu",2008,"alaska","percent",0.0331523437438038
"17587","Bengali",2008,"alaska","percent",0.00475870962829719
"17588","Marathi",2008,"alaska","percent",0.00396559135691433
"17589","Sinhalese",2008,"alaska","percent",0.0023793548141486
"17590","Romany",2008,"alaska","percent",0.00158623654276573
"17591","Krio",2008,"alaska","percent",0.00333109673980803
